species,atpA,atpB,matK,rbcL,rps4,rps4-trnS,trnL-trnF,plastome,join_by,specimen_voucher,publication,outgroup
Sphaeropteris_elmeri,NA,NA,NA,NA,NA,NA,MN155709,NA,unjoined,NA,NA,FALSE
Sphaeropteris_excelsa,NA,NA,NA,AM410213,NA,NA,AM410341,NA,voucher,shirley10,NA,FALSE
Sphaeropteris_feani,NA,NA,NA,MT216117,NA,NA,NA,NA,unjoined,usschuettpelz1928,The Evolution of Overrepresentation: exploring the biogeography of,FALSE
Sphaeropteris_felina,NA,NA,NA,KP338000,NA,NA,NA,NA,unjoined,wade2734,Biogeography of south-east Asian tree ferns (Cyathaceae),FALSE
Sphaeropteris_gardneri,NA,NA,NA,NA,NA,NA,MN155713,NA,unjoined,NA,NA,FALSE
Sphaeropteris_glauca,NA,NA,NA,AM410193,NA,NA,AM410312,NA,voucher,conant4712,NA,FALSE
Sphaeropteris_horrida,EF463644,EF463368,NA,AM410200,NA,NA,AM410327,NA,voucher,conant4363,NA,FALSE
Sphaeropteris_insignis,NA,NA,NA,NA,NA,NA,MN155715,NA,unjoined,NA,NA,FALSE
Sphaeropteris_intermedia,NA,NA,NA,KP337960,NA,NA,MN155717,NA,voucher,pintaud399,NA,FALSE
Sphaeropteris_lepifera,NA,NA,NA,NA,NA,NA,NA,MN623357,NA,NA,NA,FALSE
Sphaeropteris_lunulata,NA,NA,NA,KP337951,NA,NA,NA,NA,unjoined,shirley16,Biogeography of south-east Asian tree ferns (Cyathaceae),FALSE
Sphaeropteris_marginata,NA,NA,NA,NA,NA,NA,MN155722,NA,unjoined,NA,NA,FALSE
Sphaeropteris_medullaris,AM176458,AM176617,NA,AM177350,AM176506,AM176506,AM410313,NA,voucher,shirley07,NA,FALSE
Sphaeropteris_megalosora,EF463646,EF463369,NA,AM410190,NA,NA,AM410309,NA,voucher,conant4702,NA,FALSE
Sphaeropteris_mertensiana,NA,NA,NA,AB574752,NA,NA,NA,NA,unjoined,tns768155,Molecular species identification with rich floristic sampling: DNA,FALSE
Sphaeropteris_microlepidota,NA,NA,NA,NA,NA,NA,MN155728,NA,unjoined,NA,NA,FALSE
Sphaeropteris_moluccana,NA,NA,NA,KY858754,NA,NA,KY858924,NA,voucher,dong4262,NA,FALSE
Sphaeropteris_nigricans,NA,NA,NA,MT657763,NA,NA,NA,NA,unjoined,sperlman20783,Biogeography of Pacific pteridophytes in a global context,FALSE
Sphaeropteris_novae-caledoniae,AM176459,AM176618,NA,AM177351,AM176507,AM176507,AM410333,NA,voucher,pintaud413,NA,FALSE
Sphaeropteris_persquamulifera,NA,NA,NA,NA,NA,NA,MN155730,NA,unjoined,NA,NA,FALSE
Sphaeropteris_philippinensis,NA,NA,NA,KP337987,NA,NA,NA,NA,unjoined,kuo2004,Biogeography of south-east Asian tree ferns (Cyathaceae),FALSE
Sphaeropteris_pilulifera,NA,NA,NA,KP337970,NA,NA,NA,NA,unjoined,rpullen707,Biogeography of south-east Asian tree ferns (Cyathaceae),FALSE
Sphaeropteris_polypoda,NA,NA,NA,AM410191,NA,NA,AM410310,NA,voucher,conant4705,NA,FALSE
Sphaeropteris_procera,NA,NA,NA,MH826701,NA,NA,MN155733,NA,monophy,NA,NA,FALSE
Sphaeropteris_propinqua,NA,NA,NA,MT657764,NA,NA,NA,NA,unjoined,krwood16876,Biogeography of Pacific pteridophytes in a global context,FALSE
Sphaeropteris_pulcherrima,NA,NA,NA,KP337971,NA,NA,NA,NA,unjoined,pjdarbyshirerdhoogland8363,Biogeography of south-east Asian tree ferns (Cyathaceae),FALSE
Sphaeropteris_quindiuensis,NA,NA,KR270523,KR082863,NA,NA,NA,NA,voucher,coah57643,NA,FALSE
Sphaeropteris_robusta,EF463647,EF463370,NA,AM410187,NA,NA,AM410307,NA,voucher,conant4663,NA,FALSE
Sphaeropteris_rosenstockii,NA,NA,NA,KP337972,NA,NA,NA,NA,unjoined,schodde1589,Biogeography of south-east Asian tree ferns (Cyathaceae),FALSE
Sphaeropteris_runensis,NA,NA,NA,NA,NA,NA,MN155741,NA,unjoined,NA,NA,FALSE
Sphaeropteris_setifera,NA,NA,NA,NA,NA,NA,MH213740,NA,unjoined,NA,NA,FALSE
Sphaeropteris_squamulata,NA,NA,NA,KP337989,NA,NA,NA,NA,unjoined,wade2045,Biogeography of south-east Asian tree ferns (Cyathaceae),FALSE
Sphaeropteris_tenggerensis,NA,NA,NA,NA,NA,NA,MN155745,NA,unjoined,NA,NA,FALSE
Sphaeropteris_tomentosissima,AM176460,AM176619,NA,AM177352,AM176508,AM176508,AM410304,NA,voucher,conant4581,NA,FALSE
Sphaeropteris_trichodesma,NA,NA,NA,KP337943,NA,NA,NA,NA,unjoined,korall200623,Biogeography of south-east Asian tree ferns (Cyathaceae),FALSE
Sphaeropteris_tripinnata,NA,NA,NA,NA,NA,NA,MN155746,NA,unjoined,NA,NA,FALSE
Sphaeropteris_tripinnatifida,NA,NA,NA,KP337973,NA,NA,NA,NA,unjoined,alston16808,Biogeography of south-east Asian tree ferns (Cyathaceae),FALSE
Sphaeropteris_truncata,NA,NA,NA,KP338008,NA,NA,NA,NA,unjoined,wade3389,Biogeography of south-east Asian tree ferns (Cyathaceae),FALSE
Sphaeropteris_vittata,NA,NA,NA,KP338011,NA,NA,NA,NA,unjoined,wade3572,Biogeography of south-east Asian tree ferns (Cyathaceae),FALSE
Sphaeropteris_werneri,NA,NA,NA,KP337974,NA,NA,NA,NA,unjoined,wandaave4708,Biogeography of south-east Asian tree ferns (Cyathaceae),FALSE
Sphaerostephanos_arbuscula,NA,NA,NA,KF992516,NA,NA,NA,NA,unjoined,egrangaud11,Evolutionary patterns in the assembly of fern diversity on the,FALSE
Sphaerostephanos_elatus,NA,NA,NA,KF992517,NA,NA,NA,NA,unjoined,egrangaudpacocksn,Evolutionary patterns in the assembly of fern diversity on the,FALSE
Sphaerostephanos_heterocarpos,NA,NA,NA,MT657519,NA,NA,NA,NA,unjoined,dhlorence9970,Biogeography of Pacific pteridophytes in a global context,FALSE
Sphaerostephanos_larutensis,NA,NA,NA,NA,KT805118,KT805118,KT805052,NA,voucher,eschuettpelz702,NA,FALSE
Sphaerostephanos_penniger,NA,NA,NA,NA,KT805119,KT805119,KT805053,NA,voucher,eschuettpelz823,NA,FALSE
Sphaerostephanos_polycarpus,NA,NA,NA,MT657523,NA,NA,NA,NA,unjoined,dhlorence9761,Biogeography of Pacific pteridophytes in a global context,FALSE
Sphaerostephanos_subpectinatus,NA,NA,NA,MT216126,NA,NA,NA,NA,unjoined,ptbgwood17624,The Evolution of Overrepresentation: exploring the biogeography of,FALSE
Sphaerostephanos_taiwanensis,NA,NA,NA,AB575042,AF425187,KT805121,KT805055,NA,monophy,NA,NA,FALSE
Sphenomeris_clavata,HQ157267,HQ157272,NA,HQ157301,HQ157332,NA,GU478729,NA,monophy,NA,NA,FALSE
Spicantopsis_amabilis,NA,NA,NA,AB040544,NA,NA,NA,NA,unjoined,NA,"Phylogenetics analysis of Blechnaceae(Filicales, Filicophyta) based",FALSE
Spicantopsis_hancockii,NA,NA,NA,AB040556,NA,NA,NA,NA,unjoined,NA,"Phylogenetic analysis of Blechnaceae (Filicales, Filicophyta) based",FALSE
Spicantopsis_niponica,NA,NA,NA,AB575051,NA,NA,NA,NA,unjoined,tns765789,Molecular species identification with rich floristic sampling: DNA,FALSE
Stegnogramma_aspidioides,NA,NA,MN159401,MN159434,NA,NA,MN159500,NA,voucher,wade1902,NA,FALSE
Stegnogramma_dictyoclinoides,NA,NA,MN159400,MN159433,NA,NA,MN159499,NA,voucher,201405311,NA,FALSE
Stegnogramma_griffithii,NA,NA,NA,NA,NA,NA,NA,MT130604,NA,NA,NA,FALSE
Stegnogramma_mingchegensis,NA,NA,MN159399,MN159432,NA,NA,MN159498,NA,voucher,kuo4240,NA,FALSE
Stegnogramma_sagittifolia,NA,NA,NA,NA,NA,NA,NA,KY427357,NA,NA,NA,FALSE
Stegnogramma_wilfordii,NA,NA,MN159397,MN159431,NA,NA,MN159496,NA,voucher,201503291,NA,FALSE
Steiropteris_clypeolutata,EF463878,EF463538,NA,EF463282,NA,NA,NA,NA,voucher,christenhusz4017,NA,FALSE
Steiropteris_comosa,NA,NA,NA,NA,KT805123,KT805123,KT805057,NA,voucher,asalino15024,NA,FALSE
Steiropteris_decussata,NA,NA,NA,MW138275,KT805124,KT805124,KT805058,NA,monophy,NA,NA,FALSE
Steiropteris_gardneriana,NA,NA,NA,NA,KT805125,KT805125,KT805059,NA,voucher,asalino13812,NA,FALSE
Steiropteris_glandulosa,EF463882,EF463542,NA,EF463286,NA,NA,NA,NA,voucher,christenhusz4083,NA,FALSE
Steiropteris_hatschbachii,NA,NA,NA,NA,KT805126,KT805126,KT805060,NA,voucher,ajarrudasn,NA,FALSE
Steiropteris_leprieurii,NA,NA,MN159429,MN159460,NA,NA,NA,NA,voucher,testo1227,NA,FALSE
Steiropteris_pennellii,NA,MN781284,NA,MN781324,MN781394,MN781394,NA,NA,voucher,turtuomisto16736,NA,FALSE
Steiropteris_polypodioides,NA,NA,NA,NA,KT805128,KT805128,NA,NA,voucher,asalino14600,NA,FALSE
Steiropteris_seemannii,NA,NA,NA,MW138116,NA,NA,NA,NA,unjoined,jhnitta2321,A taxonomic and molecular survey of the pteridophytes of the,FALSE
Steiropteris_valdepilosa,NA,NA,NA,NA,KT805129,KT805129,KT805062,NA,voucher,asalino15014,NA,FALSE
Stenochlaena_milnei,NA,NA,NA,AF425104,AF425157,AF425157,NA,NA,voucher,ucbotgard550076,NA,FALSE
Stenochlaena_palustris,NA,NA,NA,NA,NA,NA,NA,MT130594,NA,NA,NA,FALSE
Stenochlaena_tenuifolia,JF832142,EF463358,JF832289,EF463163,NA,NA,NA,NA,voucher,schuettpelz504,NA,FALSE
Stenogrammitis_delitescens,NA,NA,NA,MK319134,NA,NA,MK319035,NA,voucher,proctor4350,NA,FALSE
Stenogrammitis_hartii,NA,GU376583,NA,GU386985,NA,GU387057,GU387225,NA,voucher,lellinger455,NA,FALSE
Stenogrammitis_hellwigii,NA,GU376584,NA,GU386990,NA,GU387058,GU387226,NA,voucher,mickelleonard4636,NA,FALSE
Stenogrammitis_hildebrandtii,NA,GU376585,NA,GU386975,NA,GU387059,GU387227,NA,voucher,rakotondrainibe6112,NA,FALSE
Stenogrammitis_limula,NA,GU376591,NA,GU387023,NA,GU387067,GU387232,NA,voucher,labiak4153,NA,FALSE
Stenogrammitis_myosuroides,NA,GU376595,NA,GU386971,NA,GU387072,GU387236,NA,voucher,bach1840,NA,FALSE
Stenogrammitis_nutata,NA,NA,NA,MK319148,NA,NA,MK319041,NA,voucher,proctor5714,NA,FALSE
Stenogrammitis_oosora,NA,KY711846,NA,KY712022,NA,KY712338,KY711671,NA,voucher,rouhan1188,NA,FALSE
Stenogrammitis_prionodes,NA,GU376605,NA,GU386991,NA,GU387086,GU387249,NA,voucher,mickel6567,NA,FALSE
Stenogrammitis_pumila,NA,GU376608,NA,GU387022,NA,GU387089,GU387252,NA,voucher,labiak4015,NA,FALSE
Stenogrammitis_saffordii,NA,EF178645,NA,EF178628,NA,NA,EF178662,NA,voucher,taranker1892,NA,FALSE
Stenogrammitis_subcoriacea,NA,HQ599537,NA,HQ599529,NA,NA,HQ599519,NA,voucher,wood10823,NA,FALSE
Stenogrammitis_wittigiana,NA,GU376624,NA,GU386989,NA,GU387073,GU387269,NA,voucher,sylvestre1885,NA,FALSE
Sticherus_bifidus,EF463737,EF463447,NA,EF463226,NA,NA,NA,NA,voucher,smith2565,NA,FALSE
Sticherus_compactus,NA,NA,NA,MW138156,NA,NA,NA,NA,unjoined,jhnitta868,A taxonomic and molecular survey of the pteridophytes of the,FALSE
Sticherus_cryptocarpus,NA,NA,NA,DQ910506,NA,NA,DQ910528,NA,voucher,valdclehnebachsn,NA,FALSE
Sticherus_cunninghamii,NA,NA,NA,DQ910507,NA,NA,DQ910529,NA,voucher,weltp21164,NA,FALSE
Sticherus_flabellatus,NA,NA,NA,DQ910510,NA,NA,DQ910532,NA,voucher,weltp21166,NA,FALSE
Sticherus_flagellaris,NA,NA,NA,KF992519,NA,NA,NA,NA,unjoined,mkessler13722,Evolutionary patterns in the assembly of fern diversity on the,FALSE
Sticherus_furcatus,EF463738,AY612711,NA,AY612684,AY612673,AY612673,NA,NA,monophy,NA,NA,FALSE
Sticherus_hypoleucus,NA,NA,NA,MW138151,NA,NA,NA,NA,unjoined,jhnitta878,A taxonomic and molecular survey of the pteridophytes of the,FALSE
Sticherus_owhyhensis,NA,NA,NA,MT657783,NA,NA,NA,NA,unjoined,krwood18160,Biogeography of Pacific pteridophytes in a global context,FALSE
Sticherus_retroflexus,NA,NA,NA,MW138203,NA,NA,NA,NA,unjoined,jhnitta804,A taxonomic and molecular survey of the pteridophytes of the,FALSE
Sticherus_tahitensis,NA,NA,NA,KY099868,NA,NA,NA,NA,unjoined,nitta1221,Life cycle matters: DNA barcoding reveals contrasting community,FALSE
Sticherus_tener,NA,NA,NA,NA,NA,NA,JX569724,NA,unjoined,NA,NA,FALSE
Sticherus_truncatus,NA,GU950642,KU936570,DQ838073,KU936700,GU950654,KU936765,NA,monophy,NA,NA,FALSE
Sticherus_urceolatus,NA,NA,NA,NA,NA,NA,JX569730,NA,unjoined,NA,NA,FALSE
Stigmatopteris_brevinervis,NA,NA,NA,KU521866,NA,KU521899,KU521967,NA,voucher,labiak5508,NA,FALSE
Stigmatopteris_bulbifera,NA,NA,NA,KU521868,NA,KU521901,KU521969,NA,voucher,fayfay3372,NA,FALSE
Stigmatopteris_caudata,NA,NA,NA,KU521872,NA,KU521905,KU521973,NA,voucher,labiak5522,NA,FALSE
Stigmatopteris_contracta,NA,NA,NA,KU521874,NA,KU521907,KU521975,NA,voucher,nitta800,NA,FALSE
Stigmatopteris_heterocarpa,NA,NA,NA,KU521875,NA,KU521908,KU521976,NA,voucher,labiak5502,NA,FALSE
Stigmatopteris_heterophlebia,NA,NA,NA,KU521878,NA,KU521911,KU521979,NA,voucher,moran6058,NA,FALSE
Stigmatopteris_ichthiosma,NA,NA,NA,KU521881,NA,KU521914,KU521982,NA,voucher,navarrete850,NA,FALSE
Stigmatopteris_jamaicensis,NA,NA,NA,KU521884,NA,KU521917,KU521985,NA,monophy,NA,NA,FALSE
Stigmatopteris_killipiana,NA,NA,NA,KJ464505,NA,KU521918,KU521986,NA,monophy,NA,NA,FALSE
Stigmatopteris_lechleri,EF463728,EF463444,NA,EF463221,NA,KU521919,KU521987,NA,voucher,moran3026,NA,FALSE
Stigmatopteris_longicaudata,EF463729,EF463445,NA,DQ508792,NA,NA,DQ514523,NA,voucher,barrington2099a,NA,FALSE
Stigmatopteris_michaelis,NA,NA,NA,KU521889,NA,KU521922,KU521988,NA,voucher,harling23348,NA,FALSE
Stigmatopteris_nephrodioides,NA,NA,NA,KU521890,NA,KU521923,KU521989,NA,voucher,meier11164,NA,FALSE
Stigmatopteris_opaca,NA,NA,NA,KU521892,NA,KU521925,KU521991,NA,monophy,NA,NA,FALSE
Stigmatopteris_pellucidopunctata,NA,NA,NA,NA,NA,KU521926,KU521992,NA,voucher,vasques22339,NA,FALSE
Stigmatopteris_prionites,NA,NA,NA,KU521893,NA,GU376713,GU376564,NA,voucher,labiak4635,NA,FALSE
Stigmatopteris_pterorhachis,NA,NA,NA,NA,NA,KU521930,NA,NA,unjoined,NA,NA,FALSE
Stigmatopteris_rotundata,NA,NA,NA,NA,NA,KU521931,KU521995,NA,voucher,granville8873,NA,FALSE
Stigmatopteris_sordida,NA,NA,NA,KJ464507,NA,KJ464754,KJ464661,NA,voucher,moran6946,NA,FALSE
Stigmatopteris_tijuccana,NA,NA,NA,KU521895,NA,KU521932,KU521996,NA,voucher,sylvestre2214,NA,FALSE
Stigmatopteris_ulei,NA,NA,NA,KU521897,NA,KU521934,KU521998,NA,voucher,labiak5510,NA,FALSE
Stromatopteris_moniliformis,EF463739,EF463448,NA,AY612685,AY612674,AY612674,NA,NA,monophy,NA,NA,FALSE
Strophocaulon_invisum,NA,NA,NA,MT657511,NA,NA,NA,NA,unjoined,taranker2520,Biogeography of Pacific pteridophytes in a global context,FALSE
Strophocaulon_unitum,NA,NA,NA,MT657521,KT805122,KT805122,KT805056,NA,monophy,NA,NA,FALSE
Struthiopteris_castanea,NA,NA,NA,KU898661,NA,NA,KU898715,NA,voucher,lpbhohashi49965,NA,FALSE
Struthiopteris_spicant,JF832102,JF832157,NA,JF832059,NA,NA,NA,NA,voucher,windham3395,NA,FALSE
Synammia_espinosae,NA,NA,NA,NA,NA,NA,NA,MW876373,NA,NA,NA,FALSE
Synammia_feuillei,NA,NA,NA,NA,NA,NA,NA,MW876374,NA,NA,NA,FALSE
Synammia_intermedia,NA,NA,NA,NA,NA,NA,NA,MW876375,NA,NA,NA,FALSE
Syngramma_quinata,NA,NA,NA,NA,AF321701,AF321701,NA,NA,voucher,smith2586,NA,FALSE
Taenitis_blechnoides,NA,NA,NA,NA,NA,NA,NA,MT130549,NA,NA,NA,FALSE
Taenitis_interrupta,KM007672,NA,NA,KM008240,KM007810,KM007810,NA,NA,voucher,eschuettpelz851,NA,FALSE
Tapeinidium_calomelanos,NA,NA,NA,NA,NA,NA,GU478755,NA,unjoined,NA,NA,FALSE
Tapeinidium_carolinense,NA,NA,NA,MT657898,NA,NA,NA,NA,unjoined,dhlorence9967,Biogeography of Pacific pteridophytes in a global context,FALSE
Tapeinidium_denhami,NA,NA,NA,NA,NA,NA,GU478748,NA,unjoined,NA,NA,FALSE
Tapeinidium_gracile,NA,NA,NA,NA,NA,NA,GU478750,NA,unjoined,NA,NA,FALSE
Tapeinidium_longipinnulum,NA,NA,NA,NA,GU478641,GU478343,GU478754,NA,voucher,holttumsn,NA,FALSE
Tapeinidium_luzonicum,HQ157266,HQ157280,NA,HQ157300,GU478643,GU478345,GU478751,NA,voucher,kessler13610,NA,FALSE
Tapeinidium_melanesicum,NA,NA,NA,NA,NA,NA,GU478749,NA,unjoined,NA,NA,FALSE
Tapeinidium_moluccanum,NA,NA,NA,NA,GU478642,GU478344,GU478753,NA,voucher,dayton26238,NA,FALSE
Tapeinidium_moorei,NA,NA,NA,KJ628841,NA,NA,NA,NA,unjoined,NA,Phylogenetic relatedness within neotropical fern communities,FALSE
Tapeinidium_novoguineense,NA,NA,NA,NA,NA,NA,GU478752,NA,unjoined,NA,NA,FALSE
Tapeinidium_pinnatum,NA,NA,NA,AB574776,NA,NA,NA,NA,unjoined,tns759253,Molecular species identification with rich floristic sampling: DNA,FALSE
Tectaria_acerifolia,KF898006,NA,NA,KJ628842,NA,NA,KF897954,NA,monophy,NA,NA,FALSE
Tectaria_aenigma,NA,NA,KY927536,KY927533,NA,NA,KY927538,NA,voucher,dnk575,NA,FALSE
Tectaria_angelicifolia,NA,NA,NA,NA,NA,KF667560,KF667616,NA,voucher,fay1240,NA,FALSE
Tectaria_angulata,KY937579,NA,KY937213,KY937324,KY937382,KY937382,KY937477,NA,voucher,lbzhang8192,NA,FALSE
Tectaria_antioquoiana,EF463865,EF463525,KJ196618,EF463269,NA,NA,KJ196683,NA,voucher,schuettpelz200,NA,FALSE
Tectaria_athyrioides,NA,NA,NA,KJ628844,NA,NA,NA,NA,unjoined,NA,Phylogenetic relatedness within neotropical fern communities,FALSE
Tectaria_aurita,NA,KJ196404,KJ196548,KJ196849,NA,NA,KJ196631,NA,voucher,sydong3386,NA,FALSE
Tectaria_balansae,KY937628,NA,NA,KY937371,KY937457,KY937458,KY937562,NA,monophy,NA,NA,FALSE
Tectaria_barberi,NA,KJ196445,KJ196584,KJ196846,NA,NA,KJ196628,NA,voucher,sydong3471,NA,FALSE
Tectaria_barteri,NA,NA,NA,NA,NA,KF667561,KF667617,NA,voucher,carvalho3449,NA,FALSE
Tectaria_borneensis,NA,KJ196489,KJ196514,KJ196854,NA,NA,KJ196642,NA,voucher,sydong3438,NA,FALSE
Tectaria_christovalensis,NA,MF623688,MF623712,MF623760,NA,NA,MF623781,NA,voucher,dong3946,NA,FALSE
Tectaria_cicutaria,NA,KJ196408,KJ196621,KF667649,NA,KF667562,KJ196696,NA,voucher,sundue2095,NA,FALSE
Tectaria_coadunata,NA,NA,NA,NA,NA,NA,NA,MT130661,NA,NA,NA,FALSE
Tectaria_crenata,KY937584,NA,KY937218,KY937326,NA,NA,KY937485,NA,voucher,eschuettpelz841,NA,FALSE
Tectaria_darienensis,NA,NA,NA,KF667651,NA,KF667564,KF667622,NA,voucher,croat16955,NA,FALSE
Tectaria_decurrens,NA,NA,NA,NA,NA,NA,NA,MN623363,NA,NA,NA,FALSE
Tectaria_dissecta,NA,MH542580,MH542591,MH542570,NA,NA,MH542614,NA,voucher,cyh20140503014,NA,FALSE
Tectaria_dubia,NA,MF623690,MF623714,LC496652,NA,NA,MF623783,NA,monophy,NA,NA,FALSE
Tectaria_durvillei,NA,MF623691,MF623715,MF623763,NA,NA,MF623784,NA,voucher,dong3920,NA,FALSE
Tectaria_ebenina,KY937589,MF623692,KY937225,KY937333,KY937393,KY937393,KY937492,NA,monophy,NA,NA,FALSE
Tectaria_fauriei,NA,KJ196480,KJ196526,KJ196887,NA,NA,KJ196671,NA,voucher,sydong3553,NA,FALSE
Tectaria_fernandensis,KF898010,NA,NA,KF887174,NA,NA,KF897958,NA,voucher,cfraserjenkins11304,NA,FALSE
Tectaria_ferruginea,NA,MF623693,MF623717,MF623765,NA,NA,MF623786,NA,voucher,dong3967,NA,FALSE
Tectaria_fimbriata,EF463867,EF463527,NA,EF463271,NA,NA,NA,NA,voucher,christenhusz3537,NA,FALSE
Tectaria_fissa,NA,NA,KU605133,KU605196,KU605089,KU605089,KU605112,NA,voucher,dukeschuettpelz681,NA,FALSE
Tectaria_fuscipes,NA,NA,NA,NA,NA,NA,NA,MT130612,NA,NA,NA,FALSE
Tectaria_gaudichaudii,KF898012,NA,NA,KF887176,NA,NA,NA,NA,voucher,oselling3605,NA,FALSE
Tectaria_gemmifera,KY937595,NA,NA,KY937336,KY937400,KY937400,KY937500,NA,voucher,mosesamwangokasn,NA,FALSE
Tectaria_gigantea,NA,KJ196403,KJ196530,KJ196853,NA,NA,KJ196660,NA,voucher,sydong3380,NA,FALSE
Tectaria_griffithii,KY937596,NA,KY937229,KY937337,KY937401,KY937401,KY937501,NA,voucher,lbzhang6765,NA,FALSE
Tectaria_grossedentata,KY937601,NA,KY937233,KY937338,KY937407,KY937407,KY937507,NA,voucher,lbzhang6293,NA,FALSE
Tectaria_harlandii,KY937603,NA,KY937236,KY937339,NA,NA,KY937511,NA,voucher,lbzhang7191,NA,FALSE
Tectaria_heracleifolia,KF898016,NA,NA,KF887180,NA,NA,KF897963,NA,voucher,jdackerman4707,NA,FALSE
Tectaria_herpetocaulos,NA,KJ196482,KJ196570,KJ196884,NA,NA,KJ196669,NA,voucher,sydong3555,NA,FALSE
Tectaria_heterocarpa,KF898017,NA,NA,KF887181,NA,NA,KF897964,NA,voucher,cfraserjenkins1727,NA,FALSE
Tectaria_hilocarpa,NA,MF623696,MF623720,MF623768,NA,NA,MF623789,NA,voucher,dong4129,NA,FALSE
Tectaria_impressa,NA,NA,NA,NA,NA,NA,NA,MT130620,NA,NA,NA,FALSE
Tectaria_incisa,EF463868,EF463528,NA,EF463272,NA,NA,NA,NA,voucher,christenhusz3209,NA,FALSE
Tectaria_ingens,NA,NA,NA,KY937344,KY937418,KY937418,KY937522,NA,voucher,ylzb1960,NA,FALSE
Tectaria_jardini,NA,NA,NA,MT216133,NA,NA,NA,NA,unjoined,ptbgwood17623,The Evolution of Overrepresentation: exploring the biogeography of,FALSE
Tectaria_kusukusensis,KP271068,NA,KU605135,KP271079,KP271087,KP271087,KP271096,NA,voucher,cdbizhang6466,NA,FALSE
Tectaria_labrusca,NA,KJ196499,KJ196600,KJ196818,NA,NA,KJ196692,NA,voucher,yschao1981,NA,FALSE
Tectaria_laotica,NA,NA,NA,NA,KY937419,KY937419,KY937524,NA,voucher,wuws2172,NA,FALSE
Tectaria_latifolia,NA,NA,NA,MT657535,NA,NA,NA,NA,unjoined,gmplunkett3162,Biogeography of Pacific pteridophytes in a global context,FALSE
Tectaria_luchunensis,NA,KJ196444,KJ196572,KJ196891,NA,NA,KJ196673,NA,voucher,sydong3582,NA,FALSE
Tectaria_macleanii,NA,KJ196511,KJ196567,KJ196810,NA,NA,KJ196680,NA,voucher,yschaosn,NA,FALSE
Tectaria_manilensis,NA,MF623678,NA,MF623750,NA,NA,NA,NA,voucher,wade1559,NA,FALSE
Tectaria_melanocaulos,NA,KJ196422,KJ196562,KJ196832,NA,NA,KJ196709,NA,voucher,cwchen1865,NA,FALSE
Tectaria_membranacea,KY937586,NA,KY937219,KY937327,KY937388,KY937388,KY937486,NA,voucher,lbzhang6564,NA,FALSE
Tectaria_mexicana,KU605212,NA,KU605137,KU605199,NA,NA,KU605115,NA,voucher,dukerothfels08175,NA,FALSE
Tectaria_microsora,NA,NA,NA,NA,MN781384,MN781384,NA,NA,voucher,turtuomisto16780,NA,FALSE
Tectaria_moorei,NA,NA,NA,KF887162,NA,NA,KF955995,NA,voucher,palanko811889,NA,FALSE
Tectaria_morsei,KY937610,NA,KY937246,KY937351,KY937424,KY937424,KY937528,NA,voucher,lbzhang6598,NA,FALSE
Tectaria_multicaudata,NA,MH542582,MH542593,MH542572,NA,NA,MH542616,NA,voucher,cyh20080816006,NA,FALSE
Tectaria_nayarii,EF463863,EF463523,NA,EF463267,NA,NA,NA,NA,voucher,schuettpelz555,NA,FALSE
Tectaria_panamensis,NA,NA,NA,NA,NA,NA,NA,MK705757,NA,NA,NA,FALSE
Tectaria_paradoxa,KF898025,NA,NA,KF887189,NA,NA,KF897971,NA,voucher,rbgkewlivingcoll196433125,NA,FALSE
Tectaria_phaeocaulis,KP271069,NA,KU605141,KP271080,KP271088,KP271088,KP271097,NA,voucher,cdbizhang6492,NA,FALSE
Tectaria_pica,KF898027,NA,NA,KF992520,NA,NA,KF897973,NA,monophy,NA,NA,FALSE
Tectaria_pilosa,NA,NA,NA,KJ628852,NA,NA,NA,NA,unjoined,NA,Phylogenetic relatedness within neotropical fern communities,FALSE
Tectaria_pleiosora,NA,MF623687,MF623711,MF623759,NA,NA,MF623793,NA,voucher,dong3948,NA,FALSE
Tectaria_polymorpha,KU605217,NA,KU605143,KU605206,KU605095,KU605095,KU605120,NA,voucher,cdbizhang7542,NA,FALSE
Tectaria_prolifera,EF463869,EF463529,NA,EF463273,NA,NA,KF897974,NA,monophy,NA,NA,FALSE
Tectaria_pseudosiifolia,NA,NA,NA,MT635911,NA,NA,NA,NA,unjoined,NA,Taxonomy and DNA Barcoding of three allied taxa of Tectaria from,FALSE
Tectaria_psomiocarpa,NA,KJ196502,KJ196595,KJ196822,NA,NA,KJ196698,NA,voucher,cwchensn,NA,FALSE
Tectaria_pubens,KF898029,NA,NA,KJ628853,NA,NA,KF897975,NA,monophy,NA,NA,FALSE
Tectaria_puberula,NA,NA,NA,KF992521,NA,NA,NA,NA,unjoined,shennequin382,Evolutionary patterns in the assembly of fern diversity on the,FALSE
Tectaria_quinquefida,KY937606,NA,KY937238,KY937340,KY937413,KY937413,KY937514,NA,voucher,lbzhang6502,NA,FALSE
Tectaria_repanda,NA,KJ196509,KJ196586,KJ196831,NA,NA,KJ196707,NA,voucher,cwchen0576,NA,FALSE
Tectaria_rivalis,NA,NA,NA,KJ628854,NA,NA,NA,NA,unjoined,NA,Phylogenetic relatedness within neotropical fern communities,FALSE
Tectaria_sabahensis,NA,NA,KY927535,KY927534,NA,NA,KY927537,NA,voucher,wade4705,NA,FALSE
Tectaria_sagenioides,NA,KJ196437,KJ196518,KJ196897,NA,NA,KF561672,NA,voucher,sydong3603,NA,FALSE
