species,seq_len_atpA,accession_atpA,seq_len_atpB,accession_atpB,seq_len_matK,accession_matK,seq_len_rbcL,accession_rbcL,seq_len_rps4,accession_rps4,seq_len_rps4-trnS,accession_rps4-trnS,seq_len_trnL-trnF,accession_trnL-trnF,total_seq_len,join_by,specimen_voucher,publication
Sadleria_pallida,NA,NA,NA,NA,NA,NA,1320,U05943,NA,NA,NA,NA,NA,NA,1320,unjoined,NA,Phylogenetic relationships of dennstaedtioid ferns: evidence from
Sadleria_souleytiana,NA,NA,NA,NA,NA,NA,1291,AB040591,NA,NA,NA,NA,NA,NA,1291,unjoined,NA,"Phylogenetic analysis of Blechnaceae (Filicales, Filicophyta) based"
Sadleria_squarrosa,NA,NA,NA,NA,NA,NA,1309,MT657649,NA,NA,NA,NA,NA,NA,1309,unjoined,krwood16802,Biogeography of Pacific pteridophytes in a global context
Sadleria_unisora,NA,NA,NA,NA,NA,NA,1264,AB040593,NA,NA,NA,NA,NA,NA,1264,unjoined,NA,"Phylogenetic analysis of Blechnaceae (Filicales, Filicophyta) based"
Sadleria_wagneriana,NA,NA,NA,NA,NA,NA,1304,MT657653,NA,NA,NA,NA,NA,NA,1304,unjoined,krwood16142,Biogeography of Pacific pteridophytes in a global context
Sahashia_stricta,NA,NA,NA,NA,NA,NA,1333,D14881,NA,NA,NA,NA,NA,NA,1333,unjoined,NA,Phylogenetic relationships of ferns deduced from rbcL gene sequence
Salpichlaena_hookeriana,0,NA,0,NA,0,NA,1139,MH179034,538,MH178836,628,MH178836,0,NA,2305,voucher,ht16902,NA
Salpichlaena_hybrida,0,NA,0,NA,0,NA,1139,MH179031,538,MH178833,629,MH178833,0,NA,2306,voucher,ht15787,NA
Salpichlaena_papyrus,0,NA,0,NA,0,NA,1139,MH179026,538,MH178818,630,MH178818,0,NA,2307,voucher,ap80460,NA
Salpichlaena_volubilis,1506,EF463621,1278,EF463357,0,NA,1308,EF463162,0,NA,0,NA,0,NA,4092,voucher,christenhusz3949,NA
Salvinia_cucullata,1506,EF463860,1278,EF463521,0,NA,1268,U05649,567,EU269672,284,EU269672,0,NA,4903,monophy,NA,NA
Salvinia_minima,NA,NA,NA,NA,NA,NA,1141,AY817657,NA,NA,NA,NA,NA,NA,1141,unjoined,NA,Studies in Salvinia minima
Salvinia_molesta,0,NA,1153,EU269662,0,NA,1309,EU269668,606,EU269675,241,EU269675,837,EU269688,4146,voucher,smithsn,NA
Salvinia_natans,0,NA,1141,EU269665,0,NA,1205,AB574740,606,EU269678,292,EU269678,818,EU269691,4062,monophy,NA,NA
Salvinia_oblongifolia,0,NA,1154,EU269666,0,NA,1309,EU269670,606,AM176512,241,EU269679,759,EU269692,4069,voucher,schneidersn,NA
Sceptridium_atrovirens,NA,NA,NA,NA,NA,NA,1321,AY138402,NA,NA,NA,NA,NA,NA,1321,unjoined,NA,Phylogenetic studies of Ophioglossaceae: evidence from rbcL and
Sceptridium_biternatum,NA,NA,NA,NA,NA,NA,1402,L13474,NA,NA,NA,NA,NA,NA,1402,unjoined,NA,Phylogenetic analysis of green plant rbcL sequences
Sceptridium_daucifolium,0,NA,1161,MN524721,590,MN524809,1269,MN524754,571,MN524656,481,MN524656,164,MN524662,4236,voucher,lbzhang7560,NA
Sceptridium_dissectum,NA,NA,NA,NA,NA,NA,1321,AY138401,NA,NA,NA,NA,NA,NA,1321,unjoined,NA,Phylogenetic studies of Ophioglossaceae: evidence from rbcL and
Sceptridium_formosanum,NA,NA,NA,NA,NA,NA,1276,JF303963,NA,NA,NA,NA,NA,NA,1276,unjoined,NA,First insights into fern matK phylogeny
Sceptridium_japonicum,NA,NA,NA,NA,NA,NA,1402,MN030169,NA,NA,NA,NA,NA,NA,1402,unjoined,NA,Analysis on the phylogenetic classification and molecular evolution
Sceptridium_lunarioides,NA,NA,NA,NA,NA,NA,1321,AY138406,NA,NA,NA,NA,NA,NA,1321,unjoined,NA,Phylogenetic studies of Ophioglossaceae: evidence from rbcL and
Sceptridium_microphyllum,NA,NA,NA,NA,NA,NA,1205,AB574665,NA,NA,NA,NA,NA,NA,1205,unjoined,tns1107870,Molecular species identification with rich floristic sampling: DNA
Sceptridium_multifidum,NA,NA,NA,NA,NA,NA,1321,AY138400,NA,NA,NA,NA,NA,NA,1321,unjoined,NA,Phylogenetic studies of Ophioglossaceae: evidence from rbcL and
Sceptridium_nipponicum,NA,NA,NA,NA,NA,NA,1205,AB574668,NA,NA,NA,NA,NA,NA,1205,unjoined,tns1107878,Molecular species identification with rich floristic sampling: DNA
Sceptridium_oneidense,NA,NA,NA,NA,NA,NA,1321,AY138898,NA,NA,NA,NA,NA,NA,1321,unjoined,NA,Phylogenetic studies of Ophioglossaceae: evidence from rbcL and
Sceptridium_pseudoternatum,NA,NA,NA,NA,NA,NA,1205,AB574671,NA,NA,NA,NA,NA,NA,1205,unjoined,NA,Molecular species identification with rich floristic sampling: DNA
Sceptridium_robustum,NA,NA,NA,NA,NA,NA,1205,AB574667,NA,NA,NA,NA,NA,NA,1205,unjoined,tns1107867,Molecular species identification with rich floristic sampling: DNA
Sceptridium_rugulosum,NA,NA,NA,NA,NA,NA,552,MG215121,NA,NA,NA,NA,NA,NA,552,unjoined,ccdb23327c04,Using herbarium-derived DNAs to assemble a large-scale DNA barcode
Sceptridium_schaffneri,NA,NA,NA,NA,NA,NA,1206,DQ110380,NA,NA,NA,NA,NA,NA,1206,unjoined,sundue807ny,Gene transfer from a parasitic flowering plant to a fern
Sceptridium_ternatum,NA,NA,NA,NA,NA,NA,1402,MN030172,NA,NA,NA,NA,NA,NA,1402,unjoined,NA,Analysis on the phylogenetic classification and molecular evolution
Sceptridium_triangularifolium,NA,NA,NA,NA,NA,NA,1205,AB574672,NA,NA,NA,NA,NA,NA,1205,unjoined,tns771440,Molecular species identification with rich floristic sampling: DNA
Schizaea_dichotoma,0,NA,1150,AY612709,0,NA,1322,AY612683,0,NA,0,NA,0,NA,2472,voucher,jgame9807,NA
Schizaea_elegans,0,NA,0,NA,0,NA,1266,KJ628829,0,NA,0,NA,64,AF448932,1330,monophy,NA,NA
Schizaea_fistulosa,NA,NA,NA,NA,NA,NA,1309,KY099860,NA,NA,NA,NA,NA,NA,1309,unjoined,nitta3736,Life cycle matters: DNA barcoding reveals contrasting community
Schizaea_incurvata,NA,NA,NA,NA,NA,NA,1212,KT423960,NA,NA,NA,NA,NA,NA,1212,unjoined,henkel2482,Molecular phylogeny and character evolution of Anemiaceae
Schizaea_pectinata,NA,NA,NA,NA,NA,NA,1312,AJ303409,NA,NA,NA,NA,NA,NA,1312,unjoined,hgschweickerdt2475,Schizaeaceae: a phylogenetic approach
Schizaea_poeppigiana,NA,NA,NA,NA,NA,NA,1325,AJ303406,NA,NA,NA,NA,NA,NA,1325,unjoined,emartinez9502,Schizaeaceae: a phylogenetic approach
Schizaea_pusilla,NA,NA,NA,NA,NA,NA,1325,AJ303410,NA,NA,NA,NA,NA,NA,1325,unjoined,motley2114,Schizaeaceae: a phylogenetic approach
Schizaea_stricta,NA,NA,NA,NA,NA,NA,1325,AJ303407,NA,NA,NA,NA,NA,NA,1325,unjoined,viventinia1268,Schizaeaceae: a phylogenetic approach
Scleroglossum_pusillum,0,NA,1272,KY711911,0,NA,1239,KY712079,0,NA,465,KY712404,237,KY711741,3213,voucher,middleton5137,NA
Scleroglossum_sulcatum,0,NA,1266,AY459498,0,NA,1311,AY460665,0,NA,0,NA,0,NA,2577,voucher,bowdenkerbyinraulerson24182bucguam,NA
Scleroglossum_wooroonooran,0,NA,1171,KM218835,0,NA,1193,KM218809,0,NA,423,KM106189,295,KM106091,3082,voucher,kessler14289,NA
Scoliosorus_ensiformis,1735,KU517453,0,NA,1084,KX896865,1324,U20931,0,NA,0,NA,0,NA,4143,monophy,NA,NA
Selliguea_albidosquamata,1727,KT289108,1252,KT289124,833,KT289140,1221,KT289200,0,NA,0,NA,791,KT289338,5824,monophy,NA,NA
Selliguea_brachypodia,0,NA,0,NA,0,NA,1320,AY362557,567,AY362621,207,AY362621,0,NA,2094,publication,NA,unraveling the phylogeny of polygrammoid ferns (polypodiaceae and
Selliguea_capitellata,1506,EF463799,1278,EF463489,0,NA,1308,EF463243,0,NA,0,NA,0,NA,4092,voucher,schneidersn,NA
Selliguea_caudiformis,1757,KT289109,1252,KT289125,834,KT289141,1218,KT289201,0,NA,0,NA,787,KT289340,5848,voucher,karge740,NA
Selliguea_chrysotricha,0,NA,0,NA,0,NA,1264,JQ685396,0,NA,0,NA,793,KT289305,2057,monophy,NA,NA
Selliguea_conjuncta,0,NA,0,NA,0,NA,1252,JQ685397,598,JQ685461,644,JQ685461,293,JQ700474,2787,publication,NA,from the himalayan region or the malay archipelago: molecular
Selliguea_conmixta,0,NA,0,NA,0,NA,990,JQ685398,600,JQ685462,631,JQ685462,283,JQ700475,2504,publication,NA,from the himalayan region or the malay archipelago: molecular
Selliguea_cyrtomioides,0,NA,0,NA,0,NA,1196,JQ685377,0,NA,443,JQ685441,249,JQ700454,1888,publication,NA,from the himalayan region or the malay archipelago: molecular
Selliguea_dactylina,0,NA,0,NA,0,NA,1270,JQ685403,477,JQ685467,650,JQ685467,295,JQ700480,2692,monophy,NA,NA
Selliguea_digitata,0,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,792,KT289307,792,unjoined,NA,NA
Selliguea_enervis,1651,KT289110,1252,KT289126,834,KT289142,1221,KT289202,0,NA,0,NA,243,KT289341,5201,voucher,karge812,NA
Selliguea_engleri,NA,NA,NA,NA,NA,NA,1205,AB575248,NA,NA,NA,NA,NA,NA,1205,unjoined,tns763119,Molecular species identification with rich floristic sampling: DNA
Selliguea_feei,0,NA,0,NA,0,NA,1320,AY529170,589,AY529192,645,AY529192,0,NA,2554,voucher,javawilson2862,NA
Selliguea_feeoides,NA,NA,NA,NA,NA,NA,1309,MT657616,NA,NA,NA,NA,NA,NA,1309,unjoined,dhlorence10627,Biogeography of Pacific pteridophytes in a global context
Selliguea_glauca,1289,KT289111,1252,KT289127,804,KT289143,0,NA,0,NA,0,NA,790,KT289342,4135,voucher,karge691,NA
Selliguea_griffithiana,1738,KT289104,1252,KT289120,840,KT289136,1221,KT289170,0,NA,0,NA,794,KT289311,5845,voucher,zhang4422,NA
Selliguea_hastata,0,NA,0,NA,0,NA,1221,KT289175,0,NA,0,NA,788,KT289316,2009,voucher,qi4566,NA
Selliguea_hellwigii,0,NA,0,NA,0,NA,1169,EU128501,569,EU128508,609,EU128508,323,EU128518,2670,voucher,hovenkampsn,NA
Selliguea_heterocarpa,0,NA,0,NA,0,NA,1206,AY459172,0,NA,0,NA,242,AY459180,1448,publication,NA,phylogenetic relationships of the enigmatic malesian fern
Selliguea_incisocrenata,0,NA,0,NA,0,NA,1221,KT289180,0,NA,0,NA,790,KT289321,2011,voucher,qi4525,NA
Selliguea_laciniata,0,NA,0,NA,0,NA,1288,AY529171,551,AY529193,637,AY529193,332,AY529484,2808,monophy,NA,NA
Selliguea_lagunensis,0,NA,0,NA,0,NA,1221,KT289203,0,NA,0,NA,487,KT289343,1708,voucher,sun40042,NA
Selliguea_lanceola,0,NA,0,NA,0,NA,1205,AY459173,549,AY459186,623,AY459186,324,AY459181,2701,publication,NA,phylogenetic relationships of the enigmatic malesian fern
Selliguea_lanceolata,1506,EF463847,1278,EF463513,0,NA,1308,EF463261,0,NA,0,NA,0,NA,4092,voucher,munzinger1253,NA
Selliguea_lateritia,0,NA,0,NA,0,NA,1056,EU128502,564,EU128509,633,EU128509,329,EU128519,2582,voucher,hovenkampsn,NA
Selliguea_lehmannii,0,NA,0,NA,0,NA,1249,MF450447,570,MF450468,625,MF450468,0,NA,2444,voucher,wxp201719weixp,NA
Selliguea_majoensis,NA,NA,NA,NA,NA,NA,1295,JQ685420,NA,NA,NA,NA,NA,NA,1295,unjoined,NA,From the Himalayan Region or the Malay Archipelago: Molecular
Selliguea_metacoela,0,NA,0,NA,0,NA,1216,KT289205,0,NA,0,NA,771,KT289345,1987,voucher,hovenkamp0570,NA
Selliguea_moulmeinensis,1739,KT289102,1252,KT289118,840,KT289134,1221,KT289153,0,NA,0,NA,829,KT289294,5881,voucher,zhang4412,NA
Selliguea_oxyloba,1739,KT289106,1252,KT289122,840,KT289138,1135,KT289185,0,NA,0,NA,794,KT289324,5760,voucher,zhang2965,NA
Selliguea_pianmaensis,0,NA,0,NA,0,NA,0,NA,499,JQ685490,640,JQ685490,297,JQ700495,1436,publication,NA,from the himalayan region or the malay archipelago: molecular
Selliguea_plantaginea,1506,EF463848,1278,EF463514,0,NA,1308,EF463262,0,NA,0,NA,0,NA,4092,voucher,ranker1897,NA
Selliguea_platyphylla,0,NA,0,NA,0,NA,1217,KT289206,0,NA,0,NA,790,KT289346,2007,voucher,hovenkamp05120,NA
Selliguea_pyrolifolia,1761,KT289112,1252,KT289128,834,KT289144,1221,KT289207,0,NA,0,NA,787,KT289347,5855,voucher,sunph16,NA
Selliguea_rhynchophylla,1739,KT289107,1252,KT289123,836,KT289139,1138,KT289189,0,NA,0,NA,793,KT289328,5758,voucher,zhang2989,NA
Selliguea_senanensis,0,NA,0,NA,0,NA,1221,KT289191,0,NA,0,NA,790,KT289330,2011,voucher,rao045b,NA
Selliguea_soridens,1757,KT289113,1252,KT289129,840,KT289145,1221,KT289208,0,NA,0,NA,787,KT289348,5857,voucher,cicuzza951,NA
Selliguea_stenophylla,0,NA,0,NA,0,NA,1216,KT289209,0,NA,0,NA,783,KT289349,1999,voucher,schuettpelz722,NA
Selliguea_stenosquamis,1761,KT289114,1251,KT289130,827,KT289146,1221,KT289210,0,NA,0,NA,770,KT289350,5830,voucher,cicuzza795,NA
Selliguea_subsparsa,0,NA,0,NA,0,NA,0,NA,570,AY362620,571,AY362620,0,NA,1141,publication,NA,unraveling the phylogeny of polygrammoid ferns (polypodiaceae and
Selliguea_taeniata,1727,KT289115,1252,KT289131,840,KT289147,1220,KT289212,0,NA,0,NA,795,KT289352,5834,voucher,hovenkamp05141,NA
Selliguea_tatsienensis,0,NA,0,NA,0,NA,1221,KT289156,0,NA,0,NA,804,KT289297,2025,voucher,sunkim7056,NA
Selliguea_tomentosa,1739,KT289101,1252,KT289117,840,KT289133,1221,KT289149,0,NA,0,NA,828,KT289290,5880,voucher,zhang5057,NA
Selliguea_triloba,0,NA,0,NA,0,NA,1115,KT289214,0,NA,0,NA,466,KT289354,1581,voucher,schuettpelz736,NA
Selliguea_trisecta,NA,NA,NA,NA,NA,NA,1291,JQ685438,NA,NA,NA,NA,NA,NA,1291,unjoined,NA,From the Himalayan Region or the Malay Archipelago: Molecular
Selliguea_wardii,0,NA,0,NA,0,NA,1221,KT289158,0,NA,0,NA,809,KT289299,2030,monophy,NA,NA
Selliguea_whitfordii,1761,KT289116,1252,KT289132,802,KT289148,1221,KT289216,0,NA,0,NA,787,KT289355,5823,voucher,karger271,NA
Selliguea_wusugongii,0,NA,0,NA,0,NA,1288,MW462198,540,MW462197,641,MW462197,825,MW462196,3294,voucher,zhangl2955,NA
Selliguea_yakuinsularis,NA,NA,NA,NA,NA,NA,1205,AB575251,NA,NA,NA,NA,NA,NA,1205,unjoined,tns763337,Molecular species identification with rich floristic sampling: DNA
Selliguea_yakushimensis,NA,NA,NA,NA,NA,NA,1221,KT289198,NA,NA,NA,NA,NA,NA,1221,unjoined,zhang7941,A molecular phylogeny of selligueoid ferns (Polypodiaceae):
Serpocaulon_adnatum,0,NA,0,NA,0,NA,1320,AY362593,600,AY362666,676,AY362666,0,NA,2596,publication,NA,unraveling the phylogeny of polygrammoid ferns (polypodiaceae and
Serpocaulon_appressum,0,NA,0,NA,0,NA,720,DQ151905,562,DQ151930,615,DQ151930,235,DQ151957,2132,publication,NA,"serpocaulon (polypodiaceae), a new genus segregated from polypodium"
Serpocaulon_attenuatum,0,NA,0,NA,0,NA,1311,DQ151912,571,DQ151937,638,DQ151937,313,DQ151964,2833,publication,NA,"serpocaulon (polypodiaceae), a new genus segregated from polypodium"
Serpocaulon_caceresii,0,NA,0,NA,0,NA,1240,EF551066,579,EF551082,626,EF551082,258,EF551120,2703,voucher,jimenez2544,NA
Serpocaulon_catharinae,0,NA,0,NA,0,NA,1289,EF551068,579,EF551086,663,EF551086,266,EF551124,2797,voucher,smith2908,NA
Serpocaulon_crystalloneuron,NA,NA,NA,NA,NA,NA,1354,DQ151906,NA,NA,NA,NA,NA,NA,1354,unjoined,boliviajimenez1109,"Serpocaulon (Polypodiaceae), a new genus segregated from Polypodium"
Serpocaulon_dasypleuron,0,NA,0,NA,0,NA,0,NA,565,EF551089,617,EF551089,266,EF551127,1448,voucher,moran7490,NA
Serpocaulon_dissimile,0,NA,0,NA,0,NA,1334,DQ151908,575,EF551090,644,DQ151933,278,DQ151960,2831,monophy,NA,NA
Serpocaulon_eleutherophlebium,0,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,237,DQ151983,237,unjoined,NA,NA
Serpocaulon_falcaria,0,NA,0,NA,0,NA,1314,EF551069,598,EF551093,553,EF551093,275,EF551131,2740,voucher,kromer2649,NA
Serpocaulon_fraxinifolium,0,NA,0,NA,0,NA,1330,EF551071,590,EF551096,653,EF551096,287,EF551134,2860,voucher,jimenez3302,NA
Serpocaulon_funckii,0,NA,0,NA,0,NA,1320,AY362603,600,AY362675,681,AY362675,0,NA,2601,publication,NA,unraveling the phylogeny of polygrammoid ferns (polypodiaceae and
Serpocaulon_gilliesii,0,NA,0,NA,0,NA,732,DQ151911,573,DQ151936,632,DQ151936,290,DQ151963,2227,publication,NA,"serpocaulon (polypodiaceae), a new genus segregated from polypodium"
Serpocaulon_intricatum,0,NA,0,NA,0,NA,1260,DQ151919,0,NA,0,NA,278,DQ151967,1538,publication,NA,"serpocaulon (polypodiaceae), a new genus segregated from polypodium"
Serpocaulon_lasiopus,0,NA,0,NA,0,NA,1274,EF551072,562,EF551100,628,EF551100,290,EF551138,2754,voucher,jimenez2488,NA
Serpocaulon_latipes,NA,NA,NA,NA,NA,NA,1354,DQ151915,NA,NA,NA,NA,NA,NA,1354,unjoined,boliviajimenez1324,"Serpocaulon (Polypodiaceae), a new genus segregated from Polypodium"
Serpocaulon_latissimum,0,NA,0,NA,0,NA,1346,DQ151916,561,DQ151941,655,DQ151941,283,DQ151968,2845,publication,NA,"serpocaulon (polypodiaceae), a new genus segregated from polypodium"
Serpocaulon_levigatum,0,NA,0,NA,0,NA,1268,EF551073,553,EF551103,616,EF551103,335,EF551141,2772,voucher,schuettpelz248,NA
Serpocaulon_loriceum,0,NA,0,NA,0,NA,1311,EF551074,564,EF551104,615,EF551104,270,EF551142,2760,voucher,moran6920,NA
Serpocaulon_loriciforme,0,NA,0,NA,0,NA,1338,EF551075,565,EF551105,615,EF551105,286,EF551143,2804,voucher,moran6749,NA
Serpocaulon_maritimum,0,NA,0,NA,0,NA,1338,DQ151918,542,DQ151943,630,DQ151943,297,DQ151970,2807,voucher,cultchalfordsmithsn,NA
Serpocaulon_menisciifolium,0,NA,0,NA,0,NA,1287,EF551076,575,EF551108,665,EF551108,250,EF551146,2777,voucher,smith2909,NA
Serpocaulon_patentissimum,0,NA,0,NA,0,NA,1320,AY362602,600,AY362674,677,AY362674,0,NA,2597,publication,NA,unraveling the phylogeny of polygrammoid ferns (polypodiaceae and
Serpocaulon_polystichum,0,NA,0,NA,0,NA,1315,EF551077,585,EF551109,633,EF551109,278,EF551147,2811,voucher,huaylla1408,NA
Serpocaulon_ptilorhizon,NA,NA,NA,NA,NA,NA,1320,AY362611,NA,NA,NA,NA,NA,NA,1320,unjoined,NA,Unraveling the phylogeny of polygrammoid ferns (Polypodiaceae and
Serpocaulon_richardii,0,NA,0,NA,0,NA,721,DQ227291,563,DQ151929,618,DQ151929,260,DQ151956,2162,voucher,jimenez1986,NA
Serpocaulon_sessilifolium,NA,NA,NA,NA,NA,NA,1268,DQ151924,NA,NA,NA,NA,NA,NA,1268,unjoined,boliviajimenez976,"Serpocaulon (Polypodiaceae), a new genus segregated from Polypodium"
Serpocaulon_silvulae,0,NA,0,NA,0,NA,1336,DQ151925,567,DQ151952,655,DQ151952,295,DQ151979,2853,publication,NA,"serpocaulon (polypodiaceae), a new genus segregated from polypodium"
Serpocaulon_subandinum,0,NA,0,NA,0,NA,1314,DQ151921,563,DQ151947,626,DQ151946,289,DQ151973,2792,monophy,NA,NA
Serpocaulon_triseriale,1506,EF463850,1278,EF463516,0,NA,1308,EF463263,513,DQ151953,624,DQ151953,324,DQ151980,5553,voucher,jimenez1994,NA
Serpocaulon_vacillans,0,NA,0,NA,0,NA,407,DQ151927,563,DQ151954,651,DQ151954,271,DQ151981,1892,publication,NA,"serpocaulon (polypodiaceae), a new genus segregated from polypodium"
Serpocaulon_wagneri,0,NA,0,NA,0,NA,1335,DQ151928,563,DQ151955,640,DQ151955,334,DQ151982,2872,publication,NA,"serpocaulon (polypodiaceae), a new genus segregated from polypodium"
Sphaeropteris_aciculosa,NA,NA,NA,NA,NA,NA,1271,KP337962,NA,NA,NA,NA,NA,NA,1271,unjoined,croft1051,Biogeography of south-east Asian tree ferns (Cyathaceae)
Sphaeropteris_aeneifolia,0,NA,0,NA,0,NA,1309,AM410185,0,NA,0,NA,935,AM410303,2244,voucher,conant4578,NA
Sphaeropteris_albifrons,0,NA,0,NA,0,NA,1309,AM410214,0,NA,0,NA,928,AM410342,2237,voucher,pintaud398,NA
Sphaeropteris_angiensis,NA,NA,NA,NA,NA,NA,1295,KP337955,NA,NA,NA,NA,NA,NA,1295,unjoined,conant4629,Biogeography of south-east Asian tree ferns (Cyathaceae)
Sphaeropteris_atrospinosa,0,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,864,MN155693,864,unjoined,NA,NA
Sphaeropteris_atrox,0,NA,0,NA,0,NA,1309,AM410225,0,NA,0,NA,936,AM410353,2245,voucher,conant4606,NA
Sphaeropteris_auriculifera,1514,AM176456,1482,AM176615,0,NA,1309,AM177348,603,AM176504,225,AM176504,962,AM410334,6095,monophy,NA,NA
Sphaeropteris_australis,0,NA,0,NA,0,NA,1309,AM410215,0,NA,0,NA,946,AM410343,2255,voucher,shirley04,NA
Sphaeropteris_brackenridgei,NA,NA,NA,NA,NA,NA,1295,KP338001,NA,NA,NA,NA,NA,NA,1295,unjoined,wade2902,Biogeography of south-east Asian tree ferns (Cyathaceae)
Sphaeropteris_brunei,1514,AM176457,1482,AM176616,0,NA,1308,AM177349,592,AM176505,225,AM176505,1005,AM410301,6126,voucher,conant4388,NA
Sphaeropteris_brunoniana,0,NA,0,NA,0,NA,1197,KY858750,0,NA,0,NA,975,KY858920,2172,voucher,dong4289,NA
Sphaeropteris_capitata,1506,EF463642,1183,EF463366,0,NA,1309,AM410192,0,NA,0,NA,1009,AM410311,5007,voucher,conant4710,NA
Sphaeropteris_celebica,1506,EF463643,1183,EF463367,0,NA,1309,AM410195,0,NA,0,NA,444,AM410317,4442,voucher,shirley02,NA
Sphaeropteris_cooperi,1524,JF690125,0,NA,0,NA,1402,HM347350,0,NA,0,NA,896,JF742607,3822,voucher,yansura2,NA
Sphaeropteris_cuatrecasasii,0,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,949,MN155707,949,unjoined,NA,NA
Sphaeropteris_elmeri,0,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,885,MN155709,885,unjoined,NA,NA
Sphaeropteris_excelsa,0,NA,0,NA,0,NA,1309,AM410213,0,NA,0,NA,920,AM410341,2229,voucher,shirley10,NA
Sphaeropteris_feani,NA,NA,NA,NA,NA,NA,1309,MT216117,NA,NA,NA,NA,NA,NA,1309,unjoined,usschuettpelz1928,The Evolution of Overrepresentation: exploring the biogeography of
Sphaeropteris_felina,NA,NA,NA,NA,NA,NA,1295,KP338000,NA,NA,NA,NA,NA,NA,1295,unjoined,wade2734,Biogeography of south-east Asian tree ferns (Cyathaceae)
Sphaeropteris_gardneri,0,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,940,MN155713,940,unjoined,NA,NA
Sphaeropteris_glauca,0,NA,0,NA,0,NA,1309,AM410193,0,NA,0,NA,793,AM410312,2102,voucher,conant4712,NA
Sphaeropteris_horrida,1506,EF463644,1183,EF463368,0,NA,1309,AM410200,0,NA,0,NA,997,AM410327,4995,voucher,conant4363,NA
Sphaeropteris_insignis,0,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,951,MN155715,951,unjoined,NA,NA
Sphaeropteris_intermedia,0,NA,0,NA,0,NA,1295,KP337960,0,NA,0,NA,882,MN155717,2177,voucher,pintaud399,NA
Sphaeropteris_lepifera,0,NA,0,NA,0,NA,1309,KY858753,0,NA,0,NA,930,KY858923,2239,voucher,zuo048,NA
Sphaeropteris_lunulata,NA,NA,NA,NA,NA,NA,1295,KP337951,NA,NA,NA,NA,NA,NA,1295,unjoined,shirley16,Biogeography of south-east Asian tree ferns (Cyathaceae)
Sphaeropteris_marginata,0,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,944,MN155722,944,unjoined,NA,NA
Sphaeropteris_medullaris,1514,AM176458,1482,AM176617,0,NA,1309,AM177350,602,AM176506,225,AM176506,751,AM410313,5883,voucher,shirley07,NA
Sphaeropteris_megalosora,1506,EF463646,1278,EF463369,0,NA,1309,AM410190,0,NA,0,NA,1005,AM410309,5098,voucher,conant4702,NA
Sphaeropteris_mertensiana,NA,NA,NA,NA,NA,NA,1205,AB574752,NA,NA,NA,NA,NA,NA,1205,unjoined,tns768155,Molecular species identification with rich floristic sampling: DNA
Sphaeropteris_microlepidota,0,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,942,MN155728,942,unjoined,NA,NA
Sphaeropteris_moluccana,0,NA,0,NA,0,NA,1309,KY858754,0,NA,0,NA,986,KY858924,2295,voucher,dong4262,NA
Sphaeropteris_nigricans,NA,NA,NA,NA,NA,NA,1309,MT657763,NA,NA,NA,NA,NA,NA,1309,unjoined,sperlman20783,Biogeography of Pacific pteridophytes in a global context
Sphaeropteris_novae-caledoniae,1514,AM176459,1482,AM176618,0,NA,1309,AM177351,603,AM176507,225,AM176507,1002,AM410333,6135,voucher,pintaud413,NA
Sphaeropteris_persquamulifera,0,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,865,MN155730,865,unjoined,NA,NA
Sphaeropteris_philippinensis,NA,NA,NA,NA,NA,NA,1293,KP337987,NA,NA,NA,NA,NA,NA,1293,unjoined,kuo2004,Biogeography of south-east Asian tree ferns (Cyathaceae)
Sphaeropteris_pilulifera,NA,NA,NA,NA,NA,NA,1259,KP337970,NA,NA,NA,NA,NA,NA,1259,unjoined,rpullen707,Biogeography of south-east Asian tree ferns (Cyathaceae)
Sphaeropteris_polypoda,0,NA,0,NA,0,NA,1309,AM410191,0,NA,0,NA,992,AM410310,2301,voucher,conant4705,NA
Sphaeropteris_procera,0,NA,0,NA,0,NA,553,MH826701,0,NA,0,NA,951,MN155733,1504,monophy,NA,NA
Sphaeropteris_propinqua,NA,NA,NA,NA,NA,NA,1309,MT657764,NA,NA,NA,NA,NA,NA,1309,unjoined,krwood16876,Biogeography of Pacific pteridophytes in a global context
Sphaeropteris_pulcherrima,NA,NA,NA,NA,NA,NA,1281,KP337971,NA,NA,NA,NA,NA,NA,1281,unjoined,pjdarbyshirerdhoogland8363,Biogeography of south-east Asian tree ferns (Cyathaceae)
Sphaeropteris_quindiuensis,0,NA,0,NA,711,KR270523,621,KR082863,0,NA,0,NA,0,NA,1332,voucher,coah57643,NA
Sphaeropteris_robusta,1506,EF463647,1183,EF463370,0,NA,1309,AM410187,0,NA,0,NA,938,AM410307,4936,voucher,conant4663,NA
